# allkeys-17.0.0.txt
# Date: 2025-07-23, 12:12:03 GMT
# Copyright 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/copyright.html
#
# This file defines the Default Unicode Collation Element Table
#   (DUCET) for the Unicode Collation Algorithm
#
# See UTS #10, Unicode Collation Algorithm, for more information.
#
# Diagnostic weight ranges
# Primary weight range:   0200..73C2 (29123)
# Secondary weight range: 0020..0127 (264)
# Variant secondaries:    011F..0127 (9)
# Tertiary weight range:  0002..001F (30)
#
@version 17.0.0

@implicitweights 17000..187FF; FB00 # Tangut
142A5 ; [.7005.0020.0002] # EGYPTIAN HIEROGLYPH-142A5
142A6 ; [.7006.0020.0002] # EGYPTIAN HIEROGLYPH-142A6
142A7 ; [.7007.0020.0002] # EGYPTIAN HIEROGLYPH-142A7
142A8 ; [.7008.0020.0002] # EGYPTIAN HIEROGLYPH-142A8
142A9 ; [.7009.0020.0002] # EGYPTIAN HIEROGLYPH-142A9
142AA ; [.700A.0020.0002] # EGYPTIAN HIEROGLYPH-142AA
142AB ; [.700B.0020.0002] # EGYPTIAN HIEROGLYPH-142AB
142AC ; [.700C.0020.0002] # EGYPTIAN HIEROGLYPH-142AC
142AD ; [.700D.0020.0002] # EGYPTIAN HIEROGLYPH-142AD
142AE ; [.700E.0020.0002] # EGYPTIAN HIEROGLYPH-142AE
142AF ; [.700F.0020.0002] # EGYPTIAN HIEROGLYPH-142AF
142B0 ; [.7010.0020.0002] # EGYPTIAN HIEROGLYPH-142B0
142B1 ; [.7011.0020.0002] # EGYPTIAN HIEROGLYPH-142B1
142B2 ; [.7012.0020.0002] # EGYPTIAN HIEROGLYPH-142B2
142B3 ; [.7013.0020.0002] # EGYPTIAN HIEROGLYPH-142B3
142B4 ; [.7014.0020.0002] # EGYPTIAN HIEROGLYPH-142B4
142B5 ; [.7015.0020.0002] # EGYPTIAN HIEROGLYPH-142B5
142B6 ; [.7016.0020.0002] # EGYPTIAN HIEROGLYPH-142B6
142B7 ; [.7017.0020.0002] # EGYPTIAN HIEROGLYPH-142B7
142B8 ; [.7018.0020.0002] # EGYPTIAN HIEROGLYPH-142B8
142B9 ; [.7019.0020.0002] # EGYPTIAN HIEROGLYPH-142B9
142BA ; [.701A.0020.0002] # EGYPTIAN HIEROGLYPH-142BA
142BB ; [.701B.0020.0002] # EGYPTIAN HIEROGLYPH-142BB
142BC ; [.701C.0020.0002] # EGYPTIAN HIEROGLYPH-142BC
142BD ; [.701D.0020.0002] # EGYPTIAN HIEROGLYPH-142BD
142BE ; [.701E.0020.0002] # EGYPTIAN HIEROGLYPH-142BE
142BF ; [.701F.0020.0002] # EGYPTIAN HIEROGLYPH-142BF
142C0 ; [.7020.0020.0002] # EGYPTIAN HIEROGLYPH-142C0
142C1 ; [.7021.0020.0002] # EGYPTIAN HIEROGLYPH-142C1
142C2 ; [.7022.0020.0002] # EGYPTIAN HIEROGLYPH-142C2
142C3 ; [.7023.0020.0002] # EGYPTIAN HIEROGLYPH-142C3
142C4 ; [.7024.0020.0002] # EGYPTIAN HIEROGLYPH-142C4
142C5 ; [.7025.0020.0002] # EGYPTIAN HIEROGLYPH-142C5
142C6 ; [.7026.0020.0002] # EGYPTIAN HIEROGLYPH-142C6
142C7 ; [.7027.0020.0002] # EGYPTIAN HIEROGLYPH-142C7
142C8 ; [.7028.0020.0002] # EGYPTIAN HIEROGLYPH-142C8
142C9 ; [.7029.0020.0002] # EGYPTIAN HIEROGLYPH-142C9
142CA ; [.702A.0020.0002] # EGYPTIAN HIEROGLYPH-142CA
142CB ; [.702B.0020.0002] # EGYPTIAN HIEROGLYPH-142CB
142CC ; [.702C.0020.0002] # EGYPTIAN HIEROGLYPH-142CC
142CD ; [.702D.0020.0002] # EGYPTIAN HIEROGLYPH-142CD
142CE ; [.702E.0020.0002] # EGYPTIAN HIEROGLYPH-142CE
142CF ; [.702F.0020.0002] # EGYPTIAN HIEROGLYPH-142CF
142D0 ; [.7030.0020.0002] # EGYPTIAN HIEROGLYPH-142D0
142D1 ; [.7031.0020.0002] # EGYPTIAN HIEROGLYPH-142D1
142D2 ; [.7032.0020.0002] # EGYPTIAN HIEROGLYPH-142D2
142D3 ; [.7033.0020.0002] # EGYPTIAN HIEROGLYPH-142D3
142D4 ; [.7034.0020.0002] # EGYPTIAN HIEROGLYPH-142D4
142D5 ; [.7035.0020.0002] # EGYPTIAN HIEROGLYPH-142D5
142D6 ; [.7036.0020.0002] # EGYPTIAN HIEROGLYPH-142D6
142D7 ; [.7037.0020.0002] # EGYPTIAN HIEROGLYPH-142D7
142D8 ; [.7038.0020.0002] # EGYPTIAN HIEROGLYPH-142D8
142D9 ; [.7039.0020.0002] # EGYPTIAN HIEROGLYPH-142D9
142DA ; [.703A.0020.0002] # EGYPTIAN HIEROGLYPH-142DA
142DB ; [.703B.0020.0002] # EGYPTIAN HIEROGLYPH-142DB
142DC ; [.703C.0020.0002] # EGYPTIAN HIEROGLYPH-142DC
142DD ; [.703D.0020.0002] # EGYPTIAN HIEROGLYPH-142DD
142DE ; [.703E.0020.0002] # EGYPTIAN HIEROGLYPH-142DE
142DF ; [.703F.0020.0002] # EGYPTIAN HIEROGLYPH-142DF
142E0 ; [.7040.0020.0002] # EGYPTIAN HIEROGLYPH-142E0
142E1 ; [.7041.0020.0002] # EGYPTIAN HIEROGLYPH-142E1
142E2 ; [.7042.0020.0002] # EGYPTIAN HIEROGLYPH-142E2
142E3 ; [.7043.0020.0002] # EGYPTIAN HIEROGLYPH-142E3
142E4 ; [.7044.0020.0002] # EGYPTIAN HIEROGLYPH-142E4
142E5 ; [.7045.0020.0002] # EGYPTIAN HIEROGLYPH-142E5
142E6 ; [.7046.0020.0002] # EGYPTIAN HIEROGLYPH-142E6
142E7 ; [.7047.0020.0002] # EGYPTIAN HIEROGLYPH-142E7
142E8 ; [.7048.0020.0002] # EGYPTIAN HIEROGLYPH-142E8
142E9 ; [.7049.0020.0002] # EGYPTIAN HIEROGLYPH-142E9
142EA ; [.704A.0020.0002] # EGYPTIAN HIEROGLYPH-142EA
142EB ; [.704B.0020.0002] # EGYPTIAN HIEROGLYPH-142EB
142EC ; [.704C.0020.0002] # EGYPTIAN HIEROGLYPH-142EC
142ED ; [.704D.0020.0002] # EGYPTIAN HIEROGLYPH-142ED
142EE ; [.704E.0020.0002] # EGYPTIAN HIEROGLYPH-142EE
142EF ; [.704F.0020.0002] # EGYPTIAN HIEROGLYPH-142EF
142F0 ; [.7050.0020.0002] # EGYPTIAN HIEROGLYPH-142F0
142F1 ; [.7051.0020.0002] # EGYPTIAN HIEROGLYPH-142F1
142F2 ; [.7052.0020.0002] # EGYPTIAN HIEROGLYPH-142F2
142F3 ; [.7053.0020.0002] # EGYPTIAN HIEROGLYPH-142F3
142F4 ; [.7054.0020.0002] # EGYPTIAN HIEROGLYPH-142F4
142F5 ; [.7055.0020.0002] # EGYPTIAN HIEROGLYPH-142F5
142F6 ; [.7056.0020.0002] # EGYPTIAN HIEROGLYPH-142F6
142F7 ; [.7057.0020.0002] # EGYPTIAN HIEROGLYPH-142F7
142F8 ; [.7058.0020.0002] # EGYPTIAN HIEROGLYPH-142F8
142F9 ; [.7059.0020.0002] # EGYPTIAN HIEROGLYPH-142F9
142FA ; [.705A.0020.0002] # EGYPTIAN HIEROGLYPH-142FA
142FB ; [.705B.0020.0002] # EGYPTIAN HIEROGLYPH-142FB
142FC ; [.705C.0020.0002] # EGYPTIAN HIEROGLYPH-142FC
142FD ; [.705D.0020.0002] # EGYPTIAN HIEROGLYPH-142FD
142FE ; [.705E.0020.0002] # EGYPTIAN HIEROGLYPH-142FE
142FF ; [.705F.0020.0002] # EGYPTIAN HIEROGLYPH-142FF
14300 ; [.7060.0020.0002] # EGYPTIAN HIEROGLYPH-14300
14301 ; [.7061.0020.0002] # EGYPTIAN HIEROGLYPH-14301
14302 ; [.7062.0020.0002] # EGYPTIAN HIEROGLYPH-14302
14303 ; [.7063.0020.0002] # EGYPTIAN HIEROGLYPH-14303
14304 ; [.7064.0020.0002] # EGYPTIAN HIEROGLYPH-14304
14305 ; [.7065.0020.0002] # EGYPTIAN HIEROGLYPH-14305
14306 ; [.7066.0020.0002] # EGYPTIAN HIEROGLYPH-14306
14307 ; [.7067.0020.0002] # EGYPTIAN HIEROGLYPH-14307
14308 ; [.7068.0020.0002] # EGYPTIAN HIEROGLYPH-14308
14309 ; [.7069.0020.0002] # EGYPTIAN HIEROGLYPH-14309
1430A ; [.706A.0020.0002] # EGYPTIAN HIEROGLYPH-1430A
1430B ; [.706B.0020.0002] # EGYPTIAN HIEROGLYPH-1430B
1430C ; [.706C.0020.0002] # EGYPTIAN HIEROGLYPH-1430C
1430D ; [.706D.0020.0002] # EGYPTIAN HIEROGLYPH-1430D
1430E ; [.706E.0020.0002] # EGYPTIAN HIEROGLYPH-1430E
1430F ; [.706F.0020.0002] # EGYPTIAN HIEROGLYPH-1430F
14310 ; [.7070.0020.0002] # EGYPTIAN HIEROGLYPH-14310
14311 ; [.7071.0020.0002] # EGYPTIAN HIEROGLYPH-14311
14312 ; [.7072.0020.0002] # EGYPTIAN HIEROGLYPH-14312
14313 ; [.7073.0020.0002] # EGYPTIAN HIEROGLYPH-14313
14314 ; [.7074.0020.0002] # EGYPTIAN HIEROGLYPH-14314
14315 ; [.7075.0020.0002] # EGYPTIAN HIEROGLYPH-14315
14316 ; [.7076.0020.0002] # EGYPTIAN HIEROGLYPH-14316
14317 ; [.7077.0020.0002] # EGYPTIAN HIEROGLYPH-14317
14318 ; [.7078.0020.0002] # EGYPTIAN HIEROGLYPH-14318
14319 ; [.7079.0020.0002] # EGYPTIAN HIEROGLYPH-14319
1431A ; [.707A.0020.0002] # EGYPTIAN HIEROGLYPH-1431A
1431B ; [.707B.0020.0002] # EGYPTIAN HIEROGLYPH-1431B
1431C ; [.707C.0020.0002] # EGYPTIAN HIEROGLYPH-1431C
1431D ; [.707D.0020.0002] # EGYPTIAN HIEROGLYPH-1431D
1431E ; [.707E.0020.0002] # EGYPTIAN HIEROGLYPH-1431E
1431F ; [.707F.0020.0002] # EGYPTIAN HIEROGLYPH-1431F
14320 ; [.7080.0020.0002] # EGYPTIAN HIEROGLYPH-14320
14321 ; [.7081.0020.0002] # EGYPTIAN HIEROGLYPH-14321
14322 ; [.7082.0020.0002] # EGYPTIAN HIEROGLYPH-14322
14323 ; [.7083.0020.0002] # EGYPTIAN HIEROGLYPH-14323
14324 ; [.7084.0020.0002] # EGYPTIAN HIEROGLYPH-14324
14325 ; [.7085.0020.0002] # EGYPTIAN HIEROGLYPH-14325
14326 ; [.7086.0020.0002] # EGYPTIAN HIEROGLYPH-14326
14327 ; [.7087.0020.0002] # EGYPTIAN HIEROGLYPH-14327
14328 ; [.7088.0020.0002] # EGYPTIAN HIEROGLYPH-14328
14329 ; [.7089.0020.0002] # EGYPTIAN HIEROGLYPH-14329
1432A ; [.708A.0020.0002] # EGYPTIAN HIEROGLYPH-1432A
1432B ; [.708B.0020.0002] # EGYPTIAN HIEROGLYPH-1432B
1432C ; [.708C.0020.0002] # EGYPTIAN HIEROGLYPH-1432C
1432D ; [.708D.0020.0002] # EGYPTIAN HIEROGLYPH-1432D
1432E ; [.708E.0020.0002] # EGYPTIAN HIEROGLYPH-1432E
1432F ; [.708F.0020.0002] # EGYPTIAN HIEROGLYPH-1432F
14330 ; [.7090.0020.0002] # EGYPTIAN HIEROGLYPH-14330
14331 ; [.7091.0020.0002] # EGYPTIAN HIEROGLYPH-14331
14332 ; [.7092.0020.0002] # EGYPTIAN HIEROGLYPH-14332
14333 ; [.7093.0020.0002] # EGYPTIAN HIEROGLYPH-14333
14334 ; [.7094.0020.0002] # EGYPTIAN HIEROGLYPH-14334
14335 ; [.7095.0020.0002] # EGYPTIAN HIEROGLYPH-14335
14336 ; [.7096.0020.0002] # EGYPTIAN HIEROGLYPH-14336
14337 ; [.7097.0020.0002] # EGYPTIAN HIEROGLYPH-14337
14338 ; [.7098.0020.0002] # EGYPTIAN HIEROGLYPH-14338
14339 ; [.7099.0020.0002] # EGYPTIAN HIEROGLYPH-14339
1433A ; [.709A.0020.0002] # EGYPTIAN HIEROGLYPH-1433A
1433B ; [.709B.0020.0002] # EGYPTIAN HIEROGLYPH-1433B
1433C ; [.709C.0020.0002] # EGYPTIAN HIEROGLYPH-1433C
1433D ; [.709D.0020.0002] # EGYPTIAN HIEROGLYPH-1433D
1433E ; [.709E.0020.0002] # EGYPTIAN HIEROGLYPH-1433E
1433F ; [.709F.0020.0002] # EGYPTIAN HIEROGLYPH-1433F
14340 ; [.70A0.0020.0002] # EGYPTIAN HIEROGLYPH-14340
14341 ; [.70A1.0020.0002] # EGYPTIAN HIEROGLYPH-14341
14342 ; [.70A2.0020.0002] # EGYPTIAN HIEROGLYPH-14342
14343 ; [.70A3.0020.0002] # EGYPTIAN HIEROGLYPH-14343
14344 ; [.70A4.0020.0002] # EGYPTIAN HIEROGLYPH-14344
14345 ; [.70A5.0020.0002] # EGYPTIAN HIEROGLYPH-14345
14346 ; [.70A6.0020.0002] # EGYPTIAN HIEROGLYPH-14346
14347 ; [.70A7.0020.0002] # EGYPTIAN HIEROGLYPH-14347
14348 ; [.70A8.0020.0002] # EGYPTIAN HIEROGLYPH-14348
14349 ; [.70A9.0020.0002] # EGYPTIAN HIEROGLYPH-14349
1434A ; [.70AA.0020.0002] # EGYPTIAN HIEROGLYPH-1434A
1434B ; [.70AB.0020.0002] # EGYPTIAN HIEROGLYPH-1434B
1434C ; [.70AC.0020.0002] # EGYPTIAN HIEROGLYPH-1434C
1434D ; [.70AD.0020.0002] # EGYPTIAN HIEROGLYPH-1434D
1434E ; [.70AE.0020.0002] # EGYPTIAN HIEROGLYPH-1434E
1434F ; [.70AF.0020.0002] # EGYPTIAN HIEROGLYPH-1434F
14350 ; [.70B0.0020.0002] # EGYPTIAN HIEROGLYPH-14350
14351 ; [.70B1.0020.0002] # EGYPTIAN HIEROGLYPH-14351
14352 ; [.70B2.0020.0002] # EGYPTIAN HIEROGLYPH-14352
14353 ; [.70B3.0020.0002] # EGYPTIAN HIEROGLYPH-14353
14354 ; [.70B4.0020.0002] # EGYPTIAN HIEROGLYPH-14354
14355 ; [.70B5.0020.0002] # EGYPTIAN HIEROGLYPH-14355
14356 ; [.70B6.0020.0002] # EGYPTIAN HIEROGLYPH-14356
14357 ; [.70B7.0020.0002] # EGYPTIAN HIEROGLYPH-14357
14358 ; [.70B8.0020.0002] # EGYPTIAN HIEROGLYPH-14358
14359 ; [.70B9.0020.0002] # EGYPTIAN HIEROGLYPH-14359
1435A ; [.70BA.0020.0002] # EGYPTIAN HIEROGLYPH-1435A
1435B ; [.70BB.0020.0002] # EGYPTIAN HIEROGLYPH-1435B
1435C ; [.70BC.0020.0002] # EGYPTIAN HIEROGLYPH-1435C
1435D ; [.70BD.0020.0002] # EGYPTIAN HIEROGLYPH-1435D
1435E ; [.70BE.0020.0002] # EGYPTIAN HIEROGLYPH-1435E
1435F ; [.70BF.0020.0002] # EGYPTIAN HIEROGLYPH-1435F
14360 ; [.70C0.0020.0002] # EGYPTIAN HIEROGLYPH-14360
14361 ; [.70C1.0020.0002] # EGYPTIAN HIEROGLYPH-14361
14362 ; [.70C2.0020.0002] # EGYPTIAN HIEROGLYPH-14362
14363 ; [.70C3.0020.0002] # EGYPTIAN HIEROGLYPH-14363
14364 ; [.70C4.0020.0002] # EGYPTIAN HIEROGLYPH-14364
14365 ; [.70C5.0020.0002] # EGYPTIAN HIEROGLYPH-14365
14366 ; [.70C6.0020.0002] # EGYPTIAN HIEROGLYPH-14366
14367 ; [.70C7.0020.0002] # EGYPTIAN HIEROGLYPH-14367
14368 ; [.70C8.0020.0002] # EGYPTIAN HIEROGLYPH-14368
14369 ; [.70C9.0020.0002] # EGYPTIAN HIEROGLYPH-14369
1436A ; [.70CA.0020.0002] # EGYPTIAN HIEROGLYPH-1436A
1436B ; [.70CB.0020.0002] # EGYPTIAN HIEROGLYPH-1436B
1436C ; [.70CC.0020.0002] # EGYPTIAN HIEROGLYPH-1436C
1436D ; [.70CD.0020.0002] # EGYPTIAN HIEROGLYPH-1436D
1436E ; [.70CE.0020.0002] # EGYPTIAN HIEROGLYPH-1436E
1436F ; [.70CF.0020.0002] # EGYPTIAN HIEROGLYPH-1436F
14370 ; [.70D0.0020.0002] # EGYPTIAN HIEROGLYPH-14370
14371 ; [.70D1.0020.0002] # EGYPTIAN HIEROGLYPH-14371
14372 ; [.70D2.0020.0002] # EGYPTIAN HIEROGLYPH-14372
14373 ; [.70D3.0020.0002] # EGYPTIAN HIEROGLYPH-14373
14374 ; [.70D4.0020.0002] # EGYPTIAN HIEROGLYPH-14374
14375 ; [.70D5.0020.0002] # EGYPTIAN HIEROGLYPH-14375
14376 ; [.70D6.0020.0002] # EGYPTIAN HIEROGLYPH-14376
14377 ; [.70D7.0020.0002] # EGYPTIAN HIEROGLYPH-14377
14378 ; [.70D8.0020.0002] # EGYPTIAN HIEROGLYPH-14378
14379 ; [.70D9.0020.0002] # EGYPTIAN HIEROGLYPH-14379
1437A ; [.70DA.0020.0002] # EGYPTIAN HIEROGLYPH-1437A
1437B ; [.70DB.0020.0002] # EGYPTIAN HIEROGLYPH-1437B
1437C ; [.70DC.0020.0002] # EGYPTIAN HIEROGLYPH-1437C
1437D ; [.70DD.0020.0002] # EGYPTIAN HIEROGLYPH-1437D
1437E ; [.70DE.0020.0002] # EGYPTIAN HIEROGLYPH-1437E
1437F ; [.70DF.0020.0002] # EGYPTIAN HIEROGLYPH-1437F
14380 ; [.70E0.0020.0002] # EGYPTIAN HIEROGLYPH-14380
14381 ; [.70E1.0020.0002] # EGYPTIAN HIEROGLYPH-14381
14382 ; [.70E2.0020.0002] # EGYPTIAN HIEROGLYPH-14382
14383 ; [.70E3.0020.0002] # EGYPTIAN HIEROGLYPH-14383
14384 ; [.70E4.0020.0002] # EGYPTIAN HIEROGLYPH-14384
14385 ; [.70E5.0020.0002] # EGYPTIAN HIEROGLYPH-14385
14386 ; [.70E6.0020.0002] # EGYPTIAN HIEROGLYPH-14386
14387 ; [.70E7.0020.0002] # EGYPTIAN HIEROGLYPH-14387
14388 ; [.70E8.0020.0002] # EGYPTIAN HIEROGLYPH-14388
14389 ; [.70E9.0020.0002] # EGYPTIAN HIEROGLYPH-14389
1438A ; [.70EA.0020.0002] # EGYPTIAN HIEROGLYPH-1438A
1438B ; [.70EB.0020.0002] # EGYPTIAN HIEROGLYPH-1438B
1438C ; [.70EC.0020.0002] # EGYPTIAN HIEROGLYPH-1438C
1438D ; [.70ED.0020.0002] # EGYPTIAN HIEROGLYPH-1438D
1438E ; [.70EE.0020.0002] # EGYPTIAN HIEROGLYPH-1438E
1438F ; [.70EF.0020.0002] # EGYPTIAN HIEROGLYPH-1438F
14390 ; [.70F0.0020.0002] # EGYPTIAN HIEROGLYPH-14390
14391 ; [.70F1.0020.0002] # EGYPTIAN HIEROGLYPH-14391
14392 ; [.70F2.0020.0002] # EGYPTIAN HIEROGLYPH-14392
14393 ; [.70F3.0020.0002] # EGYPTIAN HIEROGLYPH-14393
14394 ; [.70F4.0020.0002] # EGYPTIAN HIEROGLYPH-14394
14395 ; [.70F5.0020.0002] # EGYPTIAN HIEROGLYPH-14395
14396 ; [.70F6.0020.0002] # EGYPTIAN HIEROGLYPH-14396
14397 ; [.70F7.0020.0002] # EGYPTIAN HIEROGLYPH-14397
14398 ; [.70F8.0020.0002] # EGYPTIAN HIEROGLYPH-14398
14399 ; [.70F9.0020.0002] # EGYPTIAN HIEROGLYPH-14399
1439A ; [.70FA.0020.0002] # EGYPTIAN HIEROGLYPH-1439A
1439B ; [.70FB.0020.0002] # EGYPTIAN HIEROGLYPH-1439B
1439C ; [.70FC.0020.0002] # EGYPTIAN HIEROGLYPH-1439C
1439D ; [.70FD.0020.0002] # EGYPTIAN HIEROGLYPH-1439D
1439E ; [.70FE.0020.0002] # EGYPTIAN HIEROGLYPH-1439E
1439F ; [.70FF.0020.0002] # EGYPTIAN HIEROGLYPH-1439F
143A0 ; [.7100.0020.0002] # EGYPTIAN HIEROGLYPH-143A0
143A1 ; [.7101.0020.0002] # EGYPTIAN HIEROGLYPH-143A1
143A2 ; [.7102.0020.0002] # EGYPTIAN HIEROGLYPH-143A2
143A3 ; [.7103.0020.0002] # EGYPTIAN HIEROGLYPH-143A3
143A4 ; [.7104.0020.0002] # EGYPTIAN HIEROGLYPH-143A4
143A5 ; [.7105.0020.0002] # EGYPTIAN HIEROGLYPH-143A5
143A6 ; [.7106.0020.0002] # EGYPTIAN HIEROGLYPH-143A6
143A7 ; [.7107.0020.0002] # EGYPTIAN HIEROGLYPH-143A7
143A8 ; [.7108.0020.0002] # EGYPTIAN HIEROGLYPH-143A8
143A9 ; [.7109.0020.0002] # EGYPTIAN HIEROGLYPH-143A9
143AA ; [.710A.0020.0002] # EGYPTIAN HIEROGLYPH-143AA
143AB ; [.710B.0020.0002] # EGYPTIAN HIEROGLYPH-143AB
143AC ; [.710C.0020.0002] # EGYPTIAN HIEROGLYPH-143AC
143AD ; [.710D.0020.0002] # EGYPTIAN HIEROGLYPH-143AD
143AE ; [.710E.0020.0002] # EGYPTIAN HIEROGLYPH-143AE
143AF ; [.710F.0020.0002] # EGYPTIAN HIEROGLYPH-143AF
143B0 ; [.7110.0020.0002] # EGYPTIAN HIEROGLYPH-143B0
143B1 ; [.7111.0020.0002] # EGYPTIAN HIEROGLYPH-143B1
143B2 ; [.7112.0020.0002] # EGYPTIAN HIEROGLYPH-143B2
143B3 ; [.7113.0020.0002] # EGYPTIAN HIEROGLYPH-143B3
143B4 ; [.7114.0020.0002] # EGYPTIAN HIEROGLYPH-143B4
143B5 ; [.7115.0020.0002] # EGYPTIAN HIEROGLYPH-143B5
143B6 ; [.7116.0020.0002] # EGYPTIAN HIEROGLYPH-143B6
143B7 ; [.7117.0020.0002] # EGYPTIAN HIEROGLYPH-143B7
143B8 ; [.7118.0020.0002] # EGYPTIAN HIEROGLYPH-143B8
143B9 ; [.7119.0020.0002] # EGYPTIAN HIEROGLYPH-143B9
143BA ; [.711A.0020.0002] # EGYPTIAN HIEROGLYPH-143BA
143BB ; [.711B.0020.0002] # EGYPTIAN HIEROGLYPH-143BB
143BC ; [.711C.0020.0002] # EGYPTIAN HIEROGLYPH-143BC
143BD ; [.711D.0020.0002] # EGYPTIAN HIEROGLYPH-143BD
143BE ; [.711E.0020.0002] # EGYPTIAN HIEROGLYPH-143BE
143BF ; [.711F.0020.0002] # EGYPTIAN HIEROGLYPH-143BF
143C0 ; [.7120.0020.0002] # EGYPTIAN HIEROGLYPH-143C0
143C1 ; [.7121.0020.0002] # EGYPTIAN HIEROGLYPH-143C1
143C2 ; [.7122.0020.0002] # EGYPTIAN HIEROGLYPH-143C2
143C3 ; [.7123.0020.0002] # EGYPTIAN HIEROGLYPH-143C3
143C4 ; [.7124.0020.0002] # EGYPTIAN HIEROGLYPH-143C4
143C5 ; [.7125.0020.0002] # EGYPTIAN HIEROGLYPH-143C5
143C6 ; [.7126.0020.0002] # EGYPTIAN HIEROGLYPH-143C6
143C7 ; [.7127.0020.0002] # EGYPTIAN HIEROGLYPH-143C7
143C8 ; [.7128.0020.0002] # EGYPTIAN HIEROGLYPH-143C8
143C9 ; [.7129.0020.0002] # EGYPTIAN HIEROGLYPH-143C9
143CA ; [.712A.0020.0002] # EGYPTIAN HIEROGLYPH-143CA
143CB ; [.712B.0020.0002] # EGYPTIAN HIEROGLYPH-143CB
143CC ; [.712C.0020.0002] # EGYPTIAN HIEROGLYPH-143CC
143CD ; [.712D.0020.0002] # EGYPTIAN HIEROGLYPH-143CD
143CE ; [.712E.0020.0002] # EGYPTIAN HIEROGLYPH-143CE
143CF ; [.712F.0020.0002] # EGYPTIAN HIEROGLYPH-143CF
143D0 ; [.7130.0020.0002] # EGYPTIAN HIEROGLYPH-143D0
143D1 ; [.7131.0020.0002] # EGYPTIAN HIEROGLYPH-143D1
143D2 ; [.7132.0020.0002] # EGYPTIAN HIEROGLYPH-143D2
143D3 ; [.7133.0020.0002] # EGYPTIAN HIEROGLYPH-143D3
143D4 ; [.7134.0020.0002] # EGYPTIAN HIEROGLYPH-143D4
143D5 ; [.7135.0020.0002] # EGYPTIAN HIEROGLYPH-143D5
143D6 ; [.7136.0020.0002] # EGYPTIAN HIEROGLYPH-143D6
143D7 ; [.7137.0020.0002] # EGYPTIAN HIEROGLYPH-143D7
143D8 ; [.7138.0020.0002] # EGYPTIAN HIEROGLYPH-143D8
143D9 ; [.7139.0020.0002] # EGYPTIAN HIEROGLYPH-143D9
143DA ; [.713A.0020.0002] # EGYPTIAN HIEROGLYPH-143DA
143DB ; [.713B.0020.0002] # EGYPTIAN HIEROGLYPH-143DB
143DC ; [.713C.0020.0002] # EGYPTIAN HIEROGLYPH-143DC
143DD ; [.713D.0020.0002] # EGYPTIAN HIEROGLYPH-143DD
143DE ; [.713E.0020.0002] # EGYPTIAN HIEROGLYPH-143DE
143DF ; [.713F.0020.0002] # EGYPTIAN HIEROGLYPH-143DF
143E0 ; [.7140.0020.0002] # EGYPTIAN HIEROGLYPH-143E0
143E1 ; [.7141.0020.0002] # EGYPTIAN HIEROGLYPH-143E1
143E2 ; [.7142.0020.0002] # EGYPTIAN HIEROGLYPH-143E2
143E3 ; [.7143.0020.0002] # EGYPTIAN HIEROGLYPH-143E3
143E4 ; [.7144.0020.0002] # EGYPTIAN HIEROGLYPH-143E4
143E5 ; [.7145.0020.0002] # EGYPTIAN HIEROGLYPH-143E5
143E6 ; [.7146.0020.0002] # EGYPTIAN HIEROGLYPH-143E6
143E7 ; [.7147.0020.0002] # EGYPTIAN HIEROGLYPH-143E7
143E8 ; [.7148.0020.0002] # EGYPTIAN HIEROGLYPH-143E8
143E9 ; [.7149.0020.0002] # EGYPTIAN HIEROGLYPH-143E9
143EA ; [.714A.0020.0002] # EGYPTIAN HIEROGLYPH-143EA
143EB ; [.714B.0020.0002] # EGYPTIAN HIEROGLYPH-143EB
143EC ; [.714C.0020.0002] # EGYPTIAN HIEROGLYPH-143EC
143ED ; [.714D.0020.0002] # EGYPTIAN HIEROGLYPH-143ED
143EE ; [.714E.0020.0002] # EGYPTIAN HIEROGLYPH-143EE
143EF ; [.714F.0020.0002] # EGYPTIAN HIEROGLYPH-143EF
143F0 ; [.7150.0020.0002] # EGYPTIAN HIEROGLYPH-143F0
143F1 ; [.7151.0020.0002] # EGYPTIAN HIEROGLYPH-143F1
143F2 ; [.7152.0020.0002] # EGYPTIAN HIEROGLYPH-143F2
143F3 ; [.7153.0020.0002] # EGYPTIAN HIEROGLYPH-143F3
143F4 ; [.7154.0020.0002] # EGYPTIAN HIEROGLYPH-143F4
143F5 ; [.7155.0020.0002] # EGYPTIAN HIEROGLYPH-143F5
143F6 ; [.7156.0020.0002] # EGYPTIAN HIEROGLYPH-143F6
143F7 ; [.7157.0020.0002] # EGYPTIAN HIEROGLYPH-143F7
143F8 ; [.7158.0020.0002] # EGYPTIAN HIEROGLYPH-143F8
143F9 ; [.7159.0020.0002] # EGYPTIAN HIEROGLYPH-143F9
143FA ; [.715A.0020.0002] # EGYPTIAN HIEROGLYPH-143FA
13441 ; [.715B.0020.0002] # EGYPTIAN HIEROGLYPH FULL BLANK
13442 ; [.715C.0020.0002] # EGYPTIAN HIEROGLYPH HALF BLANK
13443 ; [.715D.0020.0002] # EGYPTIAN HIEROGLYPH LOST SIGN
13444 ; [.715E.0020.0002] # EGYPTIAN HIEROGLYPH HALF LOST SIGN
13445 ; [.715F.0020.0002] # EGYPTIAN HIEROGLYPH TALL LOST SIGN
